SCC,data.category.text,scc.level.one.text,scc.level.three.text,scc.level.two.text,sector.text,tier.1.description.text,tier.1.2.3.text,tier.2.description.text,naics.sector,naics.subsector,naics.summary,naics.industry
31000216,Point,Industrial Processes,Natural Gas Production,Oil and Gas Production,Industrial Processes - Oil & Gas Production,Fuel Comb. Industrial,02 Fuel Comb. Industrial|03 Gas|01 Natural,Gas,Mining,Oil and gas extraction,Oil and gas extraction,Oil and gas extraction
31000217,Point,Industrial Processes,Natural Gas Production,Oil and Gas Production,Industrial Processes - Oil & Gas Production,Petroleum & Related Industries,06 Petroleum & Related Industries|01 Oil & Gas Production|01 Natural Gas,Oil & Gas Production,Mining,Oil and gas extraction,Oil and gas extraction,Oil and gas extraction
31000220,Point,Industrial Processes,Natural Gas Production,Oil and Gas Production,Industrial Processes - Oil & Gas Production,Petroleum & Related Industries,06 Petroleum & Related Industries|01 Oil & Gas Production|99 Other,Oil & Gas Production,Mining,Oil and gas extraction,Oil and gas extraction,Oil and gas extraction
31000221,Point,Industrial Processes,Natural Gas Production,Oil and Gas Production,Industrial Processes - Oil & Gas Production,Petroleum & Related Industries,06 Petroleum & Related Industries|01 Oil & Gas Production|99 Other,Oil & Gas Production,Mining,Oil and gas extraction,Oil and gas extraction,Oil and gas extraction
31000222,Point,Industrial Processes,Natural Gas Production,Oil and Gas Production,Industrial Processes - Oil & Gas Production,Petroleum & Related Industries,06 Petroleum & Related Industries|01 Oil & Gas Production|99 Other,Oil & Gas Production,Mining,Oil and gas extraction,Oil and gas extraction,Oil and gas extraction
31000223,Point,Industrial Processes,Natural Gas Production,Oil and Gas Production,Industrial Processes - Oil & Gas Production,Petroleum & Related Industries,06 Petroleum & Related Industries|01 Oil & Gas Production|01 Natural Gas,Oil & Gas Production,Mining,Oil and gas extraction,Oil and gas extraction,Oil and gas extraction
31000224,Point,Industrial Processes,Natural Gas Production,Oil and Gas Production,Industrial Processes - Oil & Gas Production,Petroleum & Related Industries,06 Petroleum & Related Industries|01 Oil & Gas Production|01 Natural Gas,Oil & Gas Production,Mining,Oil and gas extraction,Oil and gas extraction,Oil and gas extraction
31000225,Point,Industrial Processes,Natural Gas Production,Oil and Gas Production,Industrial Processes - Oil & Gas Production,Petroleum & Related Industries,06 Petroleum & Related Industries|01 Oil & Gas Production|99 Other,Oil & Gas Production,Mining,Oil and gas extraction,Oil and gas extraction,Oil and gas extraction
31000226,Point,Industrial Processes,Natural Gas Production,Oil and Gas Production,Industrial Processes - Oil & Gas Production,Petroleum & Related Industries,06 Petroleum & Related Industries|01 Oil & Gas Production|01 Natural Gas,Oil & Gas Production,Mining,Oil and gas extraction,Oil and gas extraction,Oil and gas extraction
31000227,Point,Industrial Processes,Natural Gas Production,Oil and Gas Production,Industrial Processes - Oil & Gas Production,Petroleum & Related Industries,06 Petroleum & Related Industries|01 Oil & Gas Production|01 Natural Gas,Oil & Gas Production,Mining,Oil and gas extraction,Oil and gas extraction,Oil and gas extraction
31000228,Point,Industrial Processes,Natural Gas Production,Oil and Gas Production,Industrial Processes - Oil & Gas Production,Petroleum & Related Industries,06 Petroleum & Related Industries|01 Oil & Gas Production|99 Other,Oil & Gas Production,Mining,Oil and gas extraction,Oil and gas extraction,Oil and gas extraction
31000229,Point,Industrial Processes,Natural Gas Production,Oil and Gas Production,Industrial Processes - Oil & Gas Production,Petroleum & Related Industries,06 Petroleum & Related Industries|01 Oil & Gas Production|99 Other,Oil & Gas Production,Mining,Oil and gas extraction,Oil and gas extraction,Oil and gas extraction
31000230,Point,Industrial Processes,Natural Gas Production,Oil and Gas Production,Industrial Processes - Oil & Gas Production,Petroleum & Related Industries,06 Petroleum & Related Industries|01 Oil & Gas Production|99 Other,Oil & Gas Production,Mining,Oil and gas extraction,Oil and gas extraction,Oil and gas extraction
31000231,Point,Industrial Processes,Natural Gas Production,Oil and Gas Production,Industrial Processes - Oil & Gas Production,Petroleum & Related Industries,06 Petroleum & Related Industries|01 Oil & Gas Production|99 Other,Oil & Gas Production,Mining,Oil and gas extraction,Oil and gas extraction,Oil and gas extraction
31000232,Point,Industrial Processes,Natural Gas Production,Oil and Gas Production,Industrial Processes - Oil & Gas Production,Petroleum & Related Industries,06 Petroleum & Related Industries|01 Oil & Gas Production|01 Natural Gas,Oil & Gas Production,Mining,Oil and gas extraction,Oil and gas extraction,Oil and gas extraction
31000233,Point,Industrial Processes,Natural Gas Production,Oil and Gas Production,Industrial Processes - Oil & Gas Production,Petroleum & Related Industries,06 Petroleum & Related Industries|01 Oil & Gas Production|01 Natural Gas,Oil & Gas Production,Mining,Oil and gas extraction,Oil and gas extraction,Oil and gas extraction
31000234,Point,Industrial Processes,Natural Gas Production,Oil and Gas Production,Industrial Processes - Oil & Gas Production,Petroleum & Related Industries,06 Petroleum & Related Industries|01 Oil & Gas Production|01 Natural Gas,Oil & Gas Production,Mining,Oil and gas extraction,Oil and gas extraction,Oil and gas extraction
31000235,Point,Industrial Processes,Natural Gas Production,Oil and Gas Production,Industrial Processes - Oil & Gas Production,Petroleum & Related Industries,06 Petroleum & Related Industries|01 Oil & Gas Production|01 Natural Gas,Oil & Gas Production,Mining,Oil and gas extraction,Oil and gas extraction,Oil and gas extraction
31000299,Point,Industrial Processes,Natural Gas Production,Oil and Gas Production,Industrial Processes - Oil & Gas Production,Petroleum & Related Industries,06 Petroleum & Related Industries|01 Oil & Gas Production|01 Natural Gas,Oil & Gas Production,Mining,Oil and gas extraction,Oil and gas extraction,Oil and gas extraction
31000301,Point,Industrial Processes,Natural Gas Processing,Oil and Gas Production,Industrial Processes - Oil & Gas Production,Petroleum & Related Industries,06 Petroleum & Related Industries|01 Oil & Gas Production|99 Other,Oil & Gas Production,Mining,Oil and gas extraction,Oil and gas extraction,Oil and gas extraction
31000302,Point,Industrial Processes,Natural Gas Processing,Oil and Gas Production,Industrial Processes - Oil & Gas Production,Petroleum & Related Industries,06 Petroleum & Related Industries|01 Oil & Gas Production|99 Other,Oil & Gas Production,Mining,Oil and gas extraction,Oil and gas extraction,Oil and gas extraction
31000303,Point,Industrial Processes,Natural Gas Processing,Oil and Gas Production,Industrial Processes - Oil & Gas Production,Petroleum & Related Industries,06 Petroleum & Related Industries|01 Oil & Gas Production|01 Natural Gas,Oil & Gas Production,Mining,Oil and gas extraction,Oil and gas extraction,Oil and gas extraction
31000304,Point,Industrial Processes,Natural Gas Processing,Oil and Gas Production,Industrial Processes - Oil & Gas Production,Petroleum & Related Industries,06 Petroleum & Related Industries|01 Oil & Gas Production|01 Natural Gas,Oil & Gas Production,Mining,Oil and gas extraction,Oil and gas extraction,Oil and gas extraction
31000305,Point,Industrial Processes,Natural Gas Processing,Oil and Gas Production,Industrial Processes - Oil & Gas Production,Petroleum & Related Industries,06 Petroleum & Related Industries|01 Oil & Gas Production|01 Natural Gas,Oil & Gas Production,Mining,Oil and gas extraction,Oil and gas extraction,Oil and gas extraction
31000306,Point,Industrial Processes,Natural Gas Processing,Oil and Gas Production,Industrial Processes - Oil & Gas Production,Petroleum & Related Industries,06 Petroleum & Related Industries|01 Oil & Gas Production|99 Other,Oil & Gas Production,Mining,Oil and gas extraction,Oil and gas extraction,Oil and gas extraction
31000307,Point,Industrial Processes,Natural Gas Processing,Oil and Gas Production,Industrial Processes - Oil & Gas Production,Petroleum & Related Industries,06 Petroleum & Related Industries|01 Oil & Gas Production|99 Other,Oil & Gas Production,Mining,Oil and gas extraction,Oil and gas extraction,Oil and gas extraction
31000308,Point,Industrial Processes,Natural Gas Processing,Oil and Gas Production,Industrial Processes - Oil & Gas Production,Petroleum & Related Industries,06 Petroleum & Related Industries|01 Oil & Gas Production|99 Other,Oil & Gas Production,Mining,Oil and gas extraction,Oil and gas extraction,Oil and gas extraction
31000309,Point,Industrial Processes,Natural Gas Processing,Oil and Gas Production,Industrial Processes - Oil & Gas Production,Petroleum & Related Industries,06 Petroleum & Related Industries|01 Oil & Gas Production|99 Other,Oil & Gas Production,Mining,Oil and gas extraction,Oil and gas extraction,Oil and gas extraction
31000310,Point,Industrial Processes,Natural Gas Processing,Oil and Gas Production,Industrial Processes - Oil & Gas Production,Petroleum & Related Industries,06 Petroleum & Related Industries|01 Oil & Gas Production|01 Natural Gas,Oil & Gas Production,Mining,Oil and gas extraction,Oil and gas extraction,Oil and gas extraction
31000311,Point,Industrial Processes,Natural Gas Processing,Oil and Gas Production,Industrial Processes - Oil & Gas Production,Petroleum & Related Industries,06 Petroleum & Related Industries|01 Oil & Gas Production|99 Other,Oil & Gas Production,Mining,Oil and gas extraction,Oil and gas extraction,Oil and gas extraction
31000312,Point,Industrial Processes,Natural Gas Processing,Oil and Gas Production,Industrial Processes - Oil & Gas Production,Petroleum & Related Industries,06 Petroleum & Related Industries|01 Oil & Gas Production|01 Natural Gas,Oil & Gas Production,Mining,Oil and gas extraction,Oil and gas extraction,Oil and gas extraction
31000313,Point,Industrial Processes,Natural Gas Processing,Oil and Gas Production,Industrial Processes - Oil & Gas Production,Petroleum & Related Industries,06 Petroleum & Related Industries|01 Oil & Gas Production|01 Natural Gas,Oil & Gas Production,Mining,Oil and gas extraction,Oil and gas extraction,Oil and gas extraction
31000314,Point,Industrial Processes,Natural Gas Processing,Oil and Gas Production,Industrial Processes - Oil & Gas Production,Petroleum & Related Industries,06 Petroleum & Related Industries|01 Oil & Gas Production|01 Natural Gas,Oil & Gas Production,Mining,Oil and gas extraction,Oil and gas extraction,Oil and gas extraction
31000315,Point,Industrial Processes,Natural Gas Processing,Oil and Gas Production,Industrial Processes - Oil & Gas Production,Petroleum & Related Industries,06 Petroleum & Related Industries|01 Oil & Gas Production|01 Natural Gas,Oil & Gas Production,Mining,Oil and gas extraction,Oil and gas extraction,Oil and gas extraction
31000321,Point,Industrial Processes,Natural Gas Processing,Oil and Gas Production,Industrial Processes - Oil & Gas Production,Petroleum & Related Industries,06 Petroleum & Related Industries|01 Oil & Gas Production|99 Other,Oil & Gas Production,Mining,Oil and gas extraction,Oil and gas extraction,Oil and gas extraction
31000322,Point,Industrial Processes,Natural Gas Processing,Oil and Gas Production,Industrial Processes - Oil & Gas Production,Petroleum & Related Industries,06 Petroleum & Related Industries|01 Oil & Gas Production|99 Other,Oil & Gas Production,Mining,Oil and gas extraction,Oil and gas extraction,Oil and gas extraction
31000323,Point,Industrial Processes,Natural Gas Processing,Oil and Gas Production,Industrial Processes - Oil & Gas Production,Petroleum & Related Industries,06 Petroleum & Related Industries|01 Oil & Gas Production|99 Other,Oil & Gas Production,Mining,Oil and gas extraction,Oil and gas extraction,Oil and gas extraction
31000324,Point,Industrial Processes,Natural Gas Processing,Oil and Gas Production,Industrial Processes - Oil & Gas Production,Petroleum & Related Industries,06 Petroleum & Related Industries|01 Oil & Gas Production|99 Other,Oil & Gas Production,Mining,Oil and gas extraction,Oil and gas extraction,Oil and gas extraction
31000325,Point,Industrial Processes,Natural Gas Processing,Oil and Gas Production,Industrial Processes - Oil & Gas Production,Petroleum & Related Industries,06 Petroleum & Related Industries|01 Oil & Gas Production|99 Other,Oil & Gas Production,Mining,Oil and gas extraction,Oil and gas extraction,Oil and gas extraction
31000326,Point,Industrial Processes,Natural Gas Processing,Oil and Gas Production,Industrial Processes - Oil & Gas Production,Petroleum & Related Industries,06 Petroleum & Related Industries|01 Oil & Gas Production|99 Other,Oil & Gas Production,Mining,Oil and gas extraction,Oil and gas extraction,Oil and gas extraction
31000401,Point,Industrial Processes,Process Heaters,Oil and Gas Production,Industrial Processes - Oil & Gas Production,Fuel Comb. Industrial,02 Fuel Comb. Industrial|02 Oil|02 Distillate,Oil,Manufacturing,Petroleum and coal products,No attribution,No attribution
31000402,Point,Industrial Processes,Process Heaters,Oil and Gas Production,Industrial Processes - Oil & Gas Production,Fuel Comb. Industrial,02 Fuel Comb. Industrial|02 Oil|01 Residual,Oil,Manufacturing,Petroleum and coal products,No attribution,No attribution
31000403,Point,Industrial Processes,Process Heaters,Oil and Gas Production,Industrial Processes - Oil & Gas Production,Fuel Comb. Industrial,02 Fuel Comb. Industrial|02 Oil|01 Residual,Oil,Manufacturing,Petroleum and coal products,No attribution,No attribution
31000404,Point,Industrial Processes,Process Heaters,Oil and Gas Production,Industrial Processes - Oil & Gas Production,Fuel Comb. Industrial,02 Fuel Comb. Industrial|03 Gas|01 Natural,Gas,Manufacturing,Petroleum and coal products,No attribution,No attribution
31000405,Point,Industrial Processes,Process Heaters,Oil and Gas Production,Industrial Processes - Oil & Gas Production,Fuel Comb. Industrial,02 Fuel Comb. Industrial|03 Gas|02 Process,Gas,Manufacturing,Petroleum and coal products,No attribution,No attribution
31000406,Point,Industrial Processes,Process Heaters,Oil and Gas Production,Industrial Processes - Oil & Gas Production,Petroleum & Related Industries,06 Petroleum & Related Industries|01 Oil & Gas Production|99 Other,Oil & Gas Production,Manufacturing,Petroleum and coal products,No attribution,No attribution
31000411,Point,Industrial Processes,Process Heaters,Oil and Gas Production,Industrial Processes - Oil & Gas Production,Fuel Comb. Industrial,02 Fuel Comb. Industrial|02 Oil|02 Distillate,Oil,Manufacturing,Petroleum and coal products,No attribution,No attribution
31000412,Point,Industrial Processes,Process Heaters,Oil and Gas Production,Industrial Processes - Oil & Gas Production,Fuel Comb. Industrial,02 Fuel Comb. Industrial|02 Oil|01 Residual,Oil,Manufacturing,Petroleum and coal products,No attribution,No attribution
31000413,Point,Industrial Processes,Process Heaters,Oil and Gas Production,Industrial Processes - Oil & Gas Production,Fuel Comb. Industrial,02 Fuel Comb. Industrial|02 Oil|01 Residual,Oil,Manufacturing,Petroleum and coal products,No attribution,No attribution
31000414,Point,Industrial Processes,Process Heaters,Oil and Gas Production,Industrial Processes - Oil & Gas Production,Fuel Comb. Industrial,02 Fuel Comb. Industrial|03 Gas|01 Natural,Gas,Manufacturing,Petroleum and coal products,No attribution,No attribution
31000415,Point,Industrial Processes,Process Heaters,Oil and Gas Production,Industrial Processes - Oil & Gas Production,Fuel Comb. Industrial,02 Fuel Comb. Industrial|03 Gas|02 Process,Gas,Manufacturing,Petroleum and coal products,No attribution,No attribution
31000501,Point,Industrial Processes,Liquid Waste Treatment,Oil and Gas Production,Industrial Processes - Oil & Gas Production,Petroleum & Related Industries,06 Petroleum & Related Industries|01 Oil & Gas Production|99 Other,Oil & Gas Production,Mining,Oil and gas extraction,Oil and gas extraction,Oil and gas extraction
31000502,Point,Industrial Processes,Liquid Waste Treatment,Oil and Gas Production,Industrial Processes - Oil & Gas Production,Waste Disposal & Recycling,10 Waste Disposal & Recycling|04 Industrial Waste Water|99 Other,Industrial Waste Water,Mining,Oil and gas extraction,Oil and gas extraction,Oil and gas extraction
31000503,Point,Industrial Processes,Liquid Waste Treatment,Oil and Gas Production,Industrial Processes - Oil & Gas Production,Waste Disposal & Recycling,10 Waste Disposal & Recycling|04 Industrial Waste Water|99 Other,Industrial Waste Water,Mining,Oil and gas extraction,Oil and gas extraction,Oil and gas extraction
31000504,Point,Industrial Processes,Liquid Waste Treatment,Oil and Gas Production,Industrial Processes - Oil & Gas Production,Waste Disposal & Recycling,10 Waste Disposal & Recycling|04 Industrial Waste Water|99 Other,Industrial Waste Water,Mining,Oil and gas extraction,Oil and gas extraction,Oil and gas extraction
31000505,Point,Industrial Processes,Liquid Waste Treatment,Oil and Gas Production,Industrial Processes - Oil & Gas Production,Petroleum & Related Industries,06 Petroleum & Related Industries|01 Oil & Gas Production|99 Other,Oil & Gas Production,Mining,Oil and gas extraction,Oil and gas extraction,Oil and gas extraction
31000506,Point,Industrial Processes,Liquid Waste Treatment,Oil and Gas Production,Industrial Processes - Oil & Gas Production,Waste Disposal & Recycling,10 Waste Disposal & Recycling|04 Industrial Waste Water|99 Other,Industrial Waste Water,Mining,Oil and gas extraction,Oil and gas extraction,Oil and gas extraction
31000507,Point,Industrial Processes,Liquid Waste Treatment,Oil and Gas Production,Industrial Processes - Oil & Gas Production,Waste Disposal & Recycling,10 Waste Disposal & Recycling|04 Industrial Waste Water|99 Other,Industrial Waste Water,Mining,Oil and gas extraction,Oil and gas extraction,Oil and gas extraction
31088801,Point,Industrial Processes,Fugitive Emissions,Oil and Gas Production,Industrial Processes - Oil & Gas Production,Petroleum & Related Industries,06 Petroleum & Related Industries|01 Oil & Gas Production|99 Other,Oil & Gas Production,No attribution,No attribution,No attribution,No attribution
31088802,Point,Industrial Processes,Fugitive Emissions,Oil and Gas Production,Industrial Processes - Oil & Gas Production,Petroleum & Related Industries,06 Petroleum & Related Industries|01 Oil & Gas Production|99 Other,Oil & Gas Production,No attribution,No attribution,No attribution,No attribution
31088803,Point,Industrial Processes,Fugitive Emissions,Oil and Gas Production,Industrial Processes - Oil & Gas Production,Petroleum & Related Industries,06 Petroleum & Related Industries|01 Oil & Gas Production|99 Other,Oil & Gas Production,No attribution,No attribution,No attribution,No attribution
31088804,Point,Industrial Processes,Fugitive Emissions,Oil and Gas Production,Industrial Processes - Oil & Gas Production,Petroleum & Related Industries,06 Petroleum & Related Industries|01 Oil & Gas Production|99 Other,Oil & Gas Production,No attribution,No attribution,No attribution,No attribution
31088805,Point,Industrial Processes,Fugitive Emissions,Oil and Gas Production,Industrial Processes - Oil & Gas Production,Petroleum & Related Industries,06 Petroleum & Related Industries|01 Oil & Gas Production|99 Other,Oil & Gas Production,No attribution,No attribution,No attribution,No attribution
31088811,Point,Industrial Processes,Fugitive Emissions,Oil and Gas Production,Industrial Processes - Oil & Gas Production,Petroleum & Related Industries,06 Petroleum & Related Industries|01 Oil & Gas Production|99 Other,Oil & Gas Production,No attribution,No attribution,No attribution,No attribution
31100101,Point,Industrial Processes,Construction: Building Contractors,Building Construction,Dust - Construction Dust,Other Industrial Processes,07 Other Industrial Processes|09 Construction|99 Other,Construction,Construction,Construction,No attribution,No attribution
31100102,Point,Industrial Processes,Construction: Building Contractors,Building Construction,Dust - Construction Dust,Other Industrial Processes,07 Other Industrial Processes|09 Construction|99 Other,Construction,Construction,Construction,No attribution,No attribution
31100103,Point,Industrial Processes,Construction: Building Contractors,Building Construction,Dust - Construction Dust,Other Industrial Processes,07 Other Industrial Processes|09 Construction|99 Other,Construction,Construction,Construction,No attribution,No attribution
31100199,Point,Industrial Processes,Construction: Building Contractors,Building Construction,Dust - Construction Dust,Other Industrial Processes,07 Other Industrial Processes|09 Construction|99 Other,Construction,Construction,Construction,No attribution,No attribution
31100201,Point,Industrial Processes,Demolitions/Special Trade Contracts,Building Construction,Dust - Construction Dust,Other Industrial Processes,07 Other Industrial Processes|09 Construction|99 Other,Construction,Construction,Construction,No attribution,No attribution
31100202,Point,Industrial Processes,Demolitions/Special Trade Contracts,Building Construction,Dust - Construction Dust,Other Industrial Processes,07 Other Industrial Processes|09 Construction|99 Other,Construction,Construction,Construction,No attribution,No attribution
31100203,Point,Industrial Processes,Demolitions/Special Trade Contracts,Building Construction,Industrial Processes - Storage and Transfer,Storage & Transport,09 Storage & Transport|12 Bulk Materials Transport|99 Other,Bulk Materials Transport,Construction,Construction,No attribution,No attribution
31100204,Point,Industrial Processes,Demolitions/Special Trade Contracts,Building Construction,Industrial Processes - Storage and Transfer,Storage & Transport,09 Storage & Transport|12 Bulk Materials Transport|99 Other,Bulk Materials Transport,Construction,Construction,No attribution,No attribution
31100205,Point,Industrial Processes,Demolitions/Special Trade Contracts,Building Construction,Dust - Construction Dust,Other Industrial Processes,07 Other Industrial Processes|09 Construction|99 Other,Construction,Construction,Construction,No attribution,No attribution
31100206,Point,Industrial Processes,Demolitions/Special Trade Contracts,Building Construction,Dust - Construction Dust,Other Industrial Processes,07 Other Industrial Processes|09 Construction|99 Other,Construction,Construction,Construction,No attribution,No attribution
31100299,Point,Industrial Processes,Demolitions/Special Trade Contracts,Building Construction,Dust - Construction Dust,Other Industrial Processes,07 Other Industrial Processes|09 Construction|99 Other,Construction,Construction,Construction,No attribution,No attribution
31299999,Point,Industrial Processes,Miscellaneous Machinery,"Machinery, Miscellaneous",Industrial Processes - NEC,Other Industrial Processes,07 Other Industrial Processes|99 Miscellaneous Industrial Processes|99 Other,Miscellaneous Industrial Processes,Manufacturing,Machinery,No attribution,No attribution
31300500,Point,Industrial Processes,Electrical Switch Manufacture,Electrical Equipment,Industrial Processes - NEC,Other Industrial Processes,07 Other Industrial Processes|07 Electronic Equipment|99 Other,Electronic Equipment,Manufacturing,"Electrical equipment, appliances, and components",No attribution,No attribution
31301001,Point,Industrial Processes,Light Bulb Manufacture,Electrical Equipment,Industrial Processes - NEC,Other Industrial Processes,07 Other Industrial Processes|99 Miscellaneous Industrial Processes|99 Other,Miscellaneous Industrial Processes,Manufacturing,"Electrical equipment, appliances, and components",No attribution,No attribution
31301100,Point,Industrial Processes,Fluorescent Lamp Manufacture,Electrical Equipment,Industrial Processes - NEC,Other Industrial Processes,07 Other Industrial Processes|07 Electronic Equipment|99 Other,Electronic Equipment,Manufacturing,"Electrical equipment, appliances, and components",No attribution,No attribution
31301200,Point,Industrial Processes,Fluorescent Lamp Recycling,Electrical Equipment,Industrial Processes - NEC,Other Industrial Processes,07 Other Industrial Processes|07 Electronic Equipment|99 Other,Electronic Equipment,Manufacturing,"Electrical equipment, appliances, and components",No attribution,No attribution
31302000,Point,Industrial Processes,Mercury Oxide Battery Manufacture,Electrical Equipment,Industrial Processes - NEC,Other Industrial Processes,07 Other Industrial Processes|07 Electronic Equipment|99 Other,Electronic Equipment,Manufacturing,"Electrical equipment, appliances, and components",No attribution,No attribution
31303001,Point,Industrial Processes,Manufacturing - General,Electrical Equipment,Industrial Processes - NEC,Other Industrial Processes,07 Other Industrial Processes|99 Miscellaneous Industrial Processes|99 Other,Miscellaneous Industrial Processes,Manufacturing,"Electrical equipment, appliances, and components",No attribution,No attribution
31303061,Point,Industrial Processes,Manufacturing - General,Electrical Equipment,Industrial Processes - NEC,Other Industrial Processes,07 Other Industrial Processes|99 Miscellaneous Industrial Processes|99 Other,Miscellaneous Industrial Processes,Manufacturing,"Electrical equipment, appliances, and components",No attribution,No attribution
31303062,Point,Industrial Processes,Manufacturing - General,Electrical Equipment,Industrial Processes - NEC,Other Industrial Processes,07 Other Industrial Processes|07 Electronic Equipment|99 Other,Electronic Equipment,Manufacturing,"Electrical equipment, appliances, and components",No attribution,No attribution
31303063,Point,Industrial Processes,Manufacturing - General,Electrical Equipment,Industrial Processes - NEC,Other Industrial Processes,07 Other Industrial Processes|07 Electronic Equipment|99 Other,Electronic Equipment,Manufacturing,"Electrical equipment, appliances, and components",No attribution,No attribution
31303501,Point,Industrial Processes,Manufacturing - General Processes,Electrical Equipment,Industrial Processes - NEC,Other Industrial Processes,07 Other Industrial Processes|07 Electronic Equipment|99 Other,Electronic Equipment,Manufacturing,"Electrical equipment, appliances, and components",No attribution,No attribution
31303502,Point,Industrial Processes,Manufacturing - General Processes,Electrical Equipment,Industrial Processes - NEC,Other Industrial Processes,07 Other Industrial Processes|07 Electronic Equipment|99 Other,Electronic Equipment,Manufacturing,"Electrical equipment, appliances, and components",No attribution,No attribution
31306500,Point,Industrial Processes,Semiconductor Manufacturing,Electrical Equipment,Industrial Processes - NEC,Other Industrial Processes,07 Other Industrial Processes|07 Electronic Equipment|99 Other,Electronic Equipment,Manufacturing,"Electrical equipment, appliances, and components",No attribution,No attribution
31306501,Point,Industrial Processes,Semiconductor Manufacturing,Electrical Equipment,Industrial Processes - NEC,Other Industrial Processes,07 Other Industrial Processes|07 Electronic Equipment|99 Other,Electronic Equipment,Manufacturing,"Electrical equipment, appliances, and components",No attribution,No attribution
31306502,Point,Industrial Processes,Semiconductor Manufacturing,Electrical Equipment,Industrial Processes - NEC,Other Industrial Processes,07 Other Industrial Processes|07 Electronic Equipment|99 Other,Electronic Equipment,Manufacturing,"Electrical equipment, appliances, and components",No attribution,No attribution
31306505,Point,Industrial Processes,Semiconductor Manufacturing,Electrical Equipment,Industrial Processes - NEC,Other Industrial Processes,07 Other Industrial Processes|99 Miscellaneous Industrial Processes|99 Other,Miscellaneous Industrial Processes,Manufacturing,"Electrical equipment, appliances, and components",No attribution,No attribution
31306510,Point,Industrial Processes,Semiconductor Manufacturing,Electrical Equipment,Industrial Processes - NEC,Other Industrial Processes,07 Other Industrial Processes|07 Electronic Equipment|99 Other,Electronic Equipment,Manufacturing,"Electrical equipment, appliances, and components",No attribution,No attribution
31306520,Point,Industrial Processes,Semiconductor Manufacturing,Electrical Equipment,Industrial Processes - NEC,Other Industrial Processes,07 Other Industrial Processes|07 Electronic Equipment|99 Other,Electronic Equipment,Manufacturing,"Electrical equipment, appliances, and components",No attribution,No attribution
31306530,Point,Industrial Processes,Semiconductor Manufacturing,Electrical Equipment,Industrial Processes - NEC,Other Industrial Processes,07 Other Industrial Processes|07 Electronic Equipment|99 Other,Electronic Equipment,Manufacturing,"Electrical equipment, appliances, and components",No attribution,No attribution
31306531,Point,Industrial Processes,Semiconductor Manufacturing,Electrical Equipment,Industrial Processes - NEC,Other Industrial Processes,07 Other Industrial Processes|99 Miscellaneous Industrial Processes|99 Other,Miscellaneous Industrial Processes,Manufacturing,"Electrical equipment, appliances, and components",No attribution,No attribution
31306599,Point,Industrial Processes,Semiconductor Manufacturing,Electrical Equipment,Industrial Processes - NEC,Other Industrial Processes,07 Other Industrial Processes|99 Miscellaneous Industrial Processes|99 Other,Miscellaneous Industrial Processes,Manufacturing,"Electrical equipment, appliances, and components",No attribution,No attribution
31307001,Point,Industrial Processes,Electrical Windings Reclamation,Electrical Equipment,Industrial Processes - NEC,Waste Disposal & Recycling,10 Waste Disposal & Recycling|01 Incineration|03 Industrial,Incineration,Manufacturing,"Electrical equipment, appliances, and components",No attribution,No attribution
31307002,Point,Industrial Processes,Electrical Windings Reclamation,Electrical Equipment,Industrial Processes - NEC,Waste Disposal & Recycling,10 Waste Disposal & Recycling|01 Incineration|03 Industrial,Incineration,Manufacturing,"Electrical equipment, appliances, and components",No attribution,No attribution
31380001,Point,Industrial Processes,Equipment Leaks,Electrical Equipment,Industrial Processes - NEC,Other Industrial Processes,07 Other Industrial Processes|07 Electronic Equipment|99 Other,Electronic Equipment,Manufacturing,Fabricated metal products,No attribution,No attribution
31382001,Point,Industrial Processes,"Wastewater, Aggregate",Electrical Equipment,Industrial Processes - NEC,Waste Disposal & Recycling,10 Waste Disposal & Recycling|04 Industrial Waste Water|99 Other,Industrial Waste Water,No attribution,No attribution,No attribution,No attribution
31382002,Point,Industrial Processes,"Wastewater, Aggregate",Electrical Equipment,Industrial Processes - NEC,Waste Disposal & Recycling,10 Waste Disposal & Recycling|04 Industrial Waste Water|99 Other,Industrial Waste Water,No attribution,No attribution,No attribution,No attribution
31382599,Point,Industrial Processes,"Wastewater, Points of Generation",Electrical Equipment,Industrial Processes - NEC,Waste Disposal & Recycling,10 Waste Disposal & Recycling|04 Industrial Waste Water|99 Other,Industrial Waste Water,No attribution,No attribution,No attribution,No attribution
31390001,Point,Industrial Processes,Process Heaters,Electrical Equipment,Industrial Processes - NEC,Fuel Comb. Industrial,02 Fuel Comb. Industrial|02 Oil|02 Distillate,Oil,Manufacturing,Petroleum and coal products,No attribution,No attribution
31390002,Point,Industrial Processes,Process Heaters,Electrical Equipment,Industrial Processes - NEC,Fuel Comb. Industrial,02 Fuel Comb. Industrial|02 Oil|01 Residual,Oil,Manufacturing,Petroleum and coal products,No attribution,No attribution
31390003,Point,Industrial Processes,Process Heaters,Electrical Equipment,Industrial Processes - NEC,Fuel Comb. Industrial,02 Fuel Comb. Industrial|03 Gas|01 Natural,Gas,Manufacturing,Petroleum and coal products,No attribution,No attribution
31399999,Point,Industrial Processes,Other Not Classified,Electrical Equipment,Industrial Processes - NEC,Other Industrial Processes,07 Other Industrial Processes|07 Electronic Equipment|99 Other,Electronic Equipment,Manufacturing,Petroleum and coal products,No attribution,No attribution
