SCC,data.category.text,scc.level.one.text,scc.level.three.text,scc.level.two.text,sector.text,tier.1.description.text,tier.1.2.3.text,tier.2.description.text,naics.sector,naics.subsector,naics.summary,naics.industry
31400901,Point,Industrial Processes,Automobiles/Truck Assembly Operations,Transportation Equipment,Industrial Processes - NEC,Other Industrial Processes,07 Other Industrial Processes|08 Transportation Equipment|99 Other,Transportation Equipment,Manufacturing,"Motor vehicles, bodies and trailers, and parts",No attribution,No attribution
31400902,Point,Industrial Processes,Automobiles/Truck Assembly Operations,Transportation Equipment,Industrial Processes - NEC,Other Industrial Processes,07 Other Industrial Processes|08 Transportation Equipment|99 Other,Transportation Equipment,Manufacturing,"Motor vehicles, bodies and trailers, and parts",No attribution,No attribution
31400903,Point,Industrial Processes,Automobiles/Truck Assembly Operations,Transportation Equipment,Industrial Processes - NEC,Other Industrial Processes,07 Other Industrial Processes|08 Transportation Equipment|99 Other,Transportation Equipment,Manufacturing,"Motor vehicles, bodies and trailers, and parts",No attribution,No attribution
31401001,Point,Industrial Processes,Brake Shoe Debonding,Transportation Equipment,Industrial Processes - NEC,Waste Disposal & Recycling,10 Waste Disposal & Recycling|01 Incineration|03 Industrial,Incineration,No attribution,No attribution,No attribution,No attribution
31401002,Point,Industrial Processes,Brake Shoe Debonding,Transportation Equipment,Industrial Processes - NEC,Waste Disposal & Recycling,10 Waste Disposal & Recycling|01 Incineration|03 Industrial,Incineration,No attribution,No attribution,No attribution,No attribution
31401101,Point,Industrial Processes,Auto Body Shredding,Transportation Equipment,Industrial Processes - NEC,Other Industrial Processes,07 Other Industrial Processes|08 Transportation Equipment|99 Other,Transportation Equipment,"Other services, except government","Other services, except government",No attribution,No attribution
31401102,Point,Industrial Processes,Auto Body Shredding,Transportation Equipment,Industrial Processes - NEC,Other Industrial Processes,07 Other Industrial Processes|08 Transportation Equipment|99 Other,Transportation Equipment,"Other services, except government","Other services, except government",No attribution,No attribution
31401201,Point,Industrial Processes,Welding/Soldering Automotive Repair,Transportation Equipment,Industrial Processes - NEC,Other Industrial Processes,07 Other Industrial Processes|08 Transportation Equipment|99 Other,Transportation Equipment,"Other services, except government","Other services, except government",No attribution,No attribution
31401501,Point,Industrial Processes,Boat Manufacturing,Transportation Equipment,Industrial Processes - NEC,Other Industrial Processes,07 Other Industrial Processes|08 Transportation Equipment|99 Other,Transportation Equipment,Manufacturing,Other transportation equipment,No attribution,No attribution
31401503,Point,Industrial Processes,Boat Manufacturing,Transportation Equipment,Industrial Processes - Storage and Transfer,Storage & Transport,09 Storage & Transport|11 Bulk Materials Storage|99 Other,Bulk Materials Storage,Manufacturing,Other transportation equipment,No attribution,No attribution
31401504,Point,Industrial Processes,Boat Manufacturing,Transportation Equipment,Industrial Processes - Storage and Transfer,Storage & Transport,09 Storage & Transport|11 Bulk Materials Storage|99 Other,Bulk Materials Storage,Manufacturing,Other transportation equipment,No attribution,No attribution
31401510,Point,Industrial Processes,Boat Manufacturing,Transportation Equipment,Industrial Processes - NEC,Other Industrial Processes,07 Other Industrial Processes|08 Transportation Equipment|99 Other,Transportation Equipment,Manufacturing,Other transportation equipment,No attribution,No attribution
31401511,Point,Industrial Processes,Boat Manufacturing,Transportation Equipment,Industrial Processes - NEC,Other Industrial Processes,07 Other Industrial Processes|08 Transportation Equipment|99 Other,Transportation Equipment,Manufacturing,Other transportation equipment,No attribution,No attribution
31401512,Point,Industrial Processes,Boat Manufacturing,Transportation Equipment,Industrial Processes - NEC,Other Industrial Processes,07 Other Industrial Processes|08 Transportation Equipment|99 Other,Transportation Equipment,Manufacturing,Other transportation equipment,No attribution,No attribution
31401513,Point,Industrial Processes,Boat Manufacturing,Transportation Equipment,Industrial Processes - NEC,Other Industrial Processes,07 Other Industrial Processes|08 Transportation Equipment|99 Other,Transportation Equipment,Manufacturing,Other transportation equipment,No attribution,No attribution
31401514,Point,Industrial Processes,Boat Manufacturing,Transportation Equipment,Industrial Processes - NEC,Other Industrial Processes,07 Other Industrial Processes|08 Transportation Equipment|99 Other,Transportation Equipment,Manufacturing,Other transportation equipment,No attribution,No attribution
31401515,Point,Industrial Processes,Boat Manufacturing,Transportation Equipment,Industrial Processes - NEC,Other Industrial Processes,07 Other Industrial Processes|08 Transportation Equipment|99 Other,Transportation Equipment,Manufacturing,Other transportation equipment,No attribution,No attribution
31401516,Point,Industrial Processes,Boat Manufacturing,Transportation Equipment,Industrial Processes - NEC,Other Industrial Processes,07 Other Industrial Processes|08 Transportation Equipment|99 Other,Transportation Equipment,Manufacturing,Other transportation equipment,No attribution,No attribution
31401517,Point,Industrial Processes,Boat Manufacturing,Transportation Equipment,Industrial Processes - NEC,Other Industrial Processes,07 Other Industrial Processes|08 Transportation Equipment|99 Other,Transportation Equipment,Manufacturing,Other transportation equipment,No attribution,No attribution
31401518,Point,Industrial Processes,Boat Manufacturing,Transportation Equipment,Industrial Processes - NEC,Other Industrial Processes,07 Other Industrial Processes|08 Transportation Equipment|99 Other,Transportation Equipment,Manufacturing,Other transportation equipment,No attribution,No attribution
31401525,Point,Industrial Processes,Boat Manufacturing,Transportation Equipment,Industrial Processes - NEC,Other Industrial Processes,07 Other Industrial Processes|08 Transportation Equipment|99 Other,Transportation Equipment,Manufacturing,Other transportation equipment,No attribution,No attribution
31401530,Point,Industrial Processes,Boat Manufacturing,Transportation Equipment,Industrial Processes - NEC,Other Industrial Processes,07 Other Industrial Processes|08 Transportation Equipment|99 Other,Transportation Equipment,Manufacturing,Other transportation equipment,No attribution,No attribution
31401531,Point,Industrial Processes,Boat Manufacturing,Transportation Equipment,Industrial Processes - NEC,Other Industrial Processes,07 Other Industrial Processes|08 Transportation Equipment|99 Other,Transportation Equipment,Manufacturing,Other transportation equipment,No attribution,No attribution
31401540,Point,Industrial Processes,Boat Manufacturing,Transportation Equipment,Industrial Processes - NEC,Other Industrial Processes,07 Other Industrial Processes|08 Transportation Equipment|99 Other,Transportation Equipment,Manufacturing,Other transportation equipment,No attribution,No attribution
31401541,Point,Industrial Processes,Boat Manufacturing,Transportation Equipment,Industrial Processes - NEC,Other Industrial Processes,07 Other Industrial Processes|08 Transportation Equipment|99 Other,Transportation Equipment,Manufacturing,Other transportation equipment,No attribution,No attribution
31401550,Point,Industrial Processes,Boat Manufacturing,Transportation Equipment,Industrial Processes - NEC,Other Industrial Processes,07 Other Industrial Processes|08 Transportation Equipment|99 Other,Transportation Equipment,Manufacturing,Other transportation equipment,No attribution,No attribution
31401551,Point,Industrial Processes,Boat Manufacturing,Transportation Equipment,Industrial Processes - NEC,Other Industrial Processes,07 Other Industrial Processes|08 Transportation Equipment|99 Other,Transportation Equipment,Manufacturing,Other transportation equipment,No attribution,No attribution
31401552,Point,Industrial Processes,Boat Manufacturing,Transportation Equipment,Industrial Processes - NEC,Other Industrial Processes,07 Other Industrial Processes|08 Transportation Equipment|99 Other,Transportation Equipment,Manufacturing,Other transportation equipment,No attribution,No attribution
31401553,Point,Industrial Processes,Boat Manufacturing,Transportation Equipment,Industrial Processes - NEC,Other Industrial Processes,07 Other Industrial Processes|08 Transportation Equipment|99 Other,Transportation Equipment,Manufacturing,Other transportation equipment,No attribution,No attribution
31401560,Point,Industrial Processes,Boat Manufacturing,Transportation Equipment,Industrial Processes - NEC,Other Industrial Processes,07 Other Industrial Processes|08 Transportation Equipment|99 Other,Transportation Equipment,Manufacturing,Other transportation equipment,No attribution,No attribution
31401561,Point,Industrial Processes,Boat Manufacturing,Transportation Equipment,Industrial Processes - NEC,Other Industrial Processes,07 Other Industrial Processes|08 Transportation Equipment|99 Other,Transportation Equipment,Manufacturing,Other transportation equipment,No attribution,No attribution
31401562,Point,Industrial Processes,Boat Manufacturing,Transportation Equipment,Industrial Processes - NEC,Other Industrial Processes,07 Other Industrial Processes|08 Transportation Equipment|99 Other,Transportation Equipment,Manufacturing,Other transportation equipment,No attribution,No attribution
31401563,Point,Industrial Processes,Boat Manufacturing,Transportation Equipment,Industrial Processes - NEC,Other Industrial Processes,07 Other Industrial Processes|08 Transportation Equipment|99 Other,Transportation Equipment,Manufacturing,Other transportation equipment,No attribution,No attribution
31401570,Point,Industrial Processes,Boat Manufacturing,Transportation Equipment,Industrial Processes - NEC,Other Industrial Processes,07 Other Industrial Processes|08 Transportation Equipment|99 Other,Transportation Equipment,Manufacturing,Other transportation equipment,No attribution,No attribution
31401571,Point,Industrial Processes,Boat Manufacturing,Transportation Equipment,Industrial Processes - NEC,Other Industrial Processes,07 Other Industrial Processes|08 Transportation Equipment|99 Other,Transportation Equipment,Manufacturing,Other transportation equipment,No attribution,No attribution
31480001,Point,Industrial Processes,Equipment Leaks,Transportation Equipment,Industrial Processes - NEC,Other Industrial Processes,07 Other Industrial Processes|08 Transportation Equipment|99 Other,Transportation Equipment,Manufacturing,Fabricated metal products,No attribution,No attribution
31482001,Point,Industrial Processes,"Wastewater, Aggregate",Transportation Equipment,Industrial Processes - NEC,Waste Disposal & Recycling,10 Waste Disposal & Recycling|04 Industrial Waste Water|99 Other,Industrial Waste Water,No attribution,No attribution,No attribution,No attribution
31482002,Point,Industrial Processes,"Wastewater, Aggregate",Transportation Equipment,Industrial Processes - NEC,Waste Disposal & Recycling,10 Waste Disposal & Recycling|04 Industrial Waste Water|99 Other,Industrial Waste Water,No attribution,No attribution,No attribution,No attribution
31482599,Point,Industrial Processes,"Wastewater, Point of Generation",Transportation Equipment,Industrial Processes - NEC,Waste Disposal & Recycling,10 Waste Disposal & Recycling|04 Industrial Waste Water|99 Other,Industrial Waste Water,No attribution,No attribution,No attribution,No attribution
31499999,Point,Industrial Processes,Other Not Classified,Transportation Equipment,Industrial Processes - NEC,Other Industrial Processes,07 Other Industrial Processes|08 Transportation Equipment|99 Other,Transportation Equipment,Manufacturing,Petroleum and coal products,No attribution,No attribution
31501001,Point,Industrial Processes,Photocopying Equipment Manufacturing,Photo Equip/Health Care/Labs/Air Condit/SwimPools,Industrial Processes - Storage and Transfer,Storage & Transport,09 Storage & Transport|07 Organic Chemical Storage|99 Other,Organic Chemical Storage,Manufacturing,Machinery,No attribution,No attribution
31501002,Point,Industrial Processes,Photocopying Equipment Manufacturing,Photo Equip/Health Care/Labs/Air Condit/SwimPools,Industrial Processes - NEC,Other Industrial Processes,07 Other Industrial Processes|99 Miscellaneous Industrial Processes|99 Other,Miscellaneous Industrial Processes,Manufacturing,Machinery,No attribution,No attribution
